Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Column 16,Column 17
2004-03-18T18:30:00Z,21:00:00,4,1420,,16.7,1202,249,747,143,1854,1428,15.2,53.1,0.9117,,
2004-03-18T18:30:00Z,22:00:00,2.2,1175,,9.1,945,143,903,116,1603,1080,14.7,57.6,0.9573,,
2004-03-18T18:30:00Z,23:00:00,2.1,1215,,8.3,911,127,947,109,1546,993,14.2,58.3,0.938,,
2004-03-19T18:30:00Z,0:00:00,1.7,1126,,5.8,802,104,1064,92,1446,837,13.8,57.9,0.9085,,
2004-03-19T18:30:00Z,1:00:00,1.6,1090,,5.2,773,86,1105,83,1428,761,13.9,55.9,0.8842,,
2004-03-19T18:30:00Z,2:00:00,1.3,1017,,4.1,717,74,1181,81,1382,650,13.9,55.6,0.8765,,
2004-03-19T18:30:00Z,3:00:00,1.3,997,,3.4,677,,1252,,1358,590,13.8,55.1,0.8666,,
2004-03-19T18:30:00Z,4:00:00,,944,,2.9,646,44,1308,55,1331,505,13.8,54.6,0.8574,,
2004-03-19T18:30:00Z,5:00:00,0.8,955,,3.1,661,42,1259,53,1350,518,13.6,55.1,0.856,,
2004-03-19T18:30:00Z,6:00:00,0.8,966,,2.5,621,63,1316,67,1342,570,13.6,59.0,0.9129,,
2004-03-19T18:30:00Z,7:00:00,1.1,1064,,4.3,727,115,1160,91,1461,842,13.5,58.4,0.896,,
2004-03-19T18:30:00Z,8:00:00,2.1,1299,,8.9,934,170,902,113,1623,1144,13.8,58.0,0.9083,,
2004-03-19T18:30:00Z,9:00:00,2.4,1348,,10.5,997,147,833,102,1689,1218,14.6,53.1,0.8765,,
2004-03-19T18:30:00Z,10:00:00,2.6,1424,,12.5,1067,166,776,107,1764,1341,15.0,52.3,0.8881,,
2004-03-19T18:30:00Z,11:00:00,2.8,1473,,12.3,1061,195,767,113,1768,1405,15.4,52.1,0.9046,,
2004-03-19T18:30:00Z,12:00:00,2.6,1489,,11.7,1038,182,782,108,1756,1421,16.3,50.0,0.9158,,
2004-03-19T18:30:00Z,13:00:00,2.6,1494,,11.7,1040,168,808,105,1735,1373,17.1,47.9,0.9281,,
2004-03-19T18:30:00Z,14:00:00,2.1,1375,,9.3,952,125,899,93,1636,1153,19.0,42.9,0.937,,
2004-03-19T18:30:00Z,15:00:00,1.7,1304,,7.6,884,95,980,87,1573,927,19.5,42.3,0.9476,,
2004-03-19T18:30:00Z,16:00:00,1.6,1282,,6.7,844,79,1035,76,1538,766,19.5,42.3,0.9493,,
2004-03-19T18:30:00Z,17:00:00,2.1,1392,,9.7,967,119,929,94,1648,941,19.1,43.8,0.9556,,
2004-03-19T18:30:00Z,18:00:00,2.3,1452,,12.4,1063,142,855,110,1774,1146,18.5,46.3,0.9744,,
2004-03-19T18:30:00Z,19:00:00,3.5,1633,,16.6,1199,215,734,136,1918,1416,17.4,51.6,1.0159,,
2004-03-19T18:30:00Z,20:00:00,3.9,1624,,16.4,1191,229,732,139,1885,1442,17.1,51.3,0.9914,,
2004-03-19T18:30:00Z,21:00:00,3.3,1534,,13.7,1108,206,785,125,1819,1323,16.4,53.8,0.9964,,
2004-03-19T18:30:00Z,22:00:00,2.3,1322,,9.9,973,147,863,111,1712,1125,16.2,55.4,1.0132,,
2004-03-19T18:30:00Z,23:00:00,2.1,1309,,8.9,937,122,904,97,1671,1035,15.9,57.7,1.0356,,
2004-03-20T18:30:00Z,0:00:00,2.8,1455,,10.6,999,175,835,107,1713,1202,15.7,58.6,1.0396,,
2004-03-20T18:30:00Z,1:00:00,2.1,1299,,7.4,872,133,940,90,1577,1054,15.1,60.9,1.0398,,
2004-03-20T18:30:00Z,2:00:00,1.6,1202,,6.2,823,89,1003,84,1525,903,15.6,56.6,0.9951,,
2004-03-20T18:30:00Z,3:00:00,1.6,1194,,6.5,836,,987,,1554,884,15.2,57.9,0.9941,,
2004-03-20T18:30:00Z,4:00:00,,1116,,5.8,802,85,1028,87,1538,817,15.4,57.8,1.0021,,
2004-03-20T18:30:00Z,5:00:00,1.1,1061,,4.0,710,55,1135,66,1460,700,14.9,60.6,1.0196,,
2004-03-20T18:30:00Z,6:00:00,0.7,947,,2.1,593,24,1300,36,1390,580,14.5,63.0,1.0316,,
2004-03-20T18:30:00Z,7:00:00,0.8,1065,,3.6,687,72,1142,62,1492,814,14.2,66.2,1.063,,
2004-03-20T18:30:00Z,8:00:00,1.2,1154,,4.4,734,122,1061,91,1528,1035,14.5,65.3,1.0704,,
2004-03-20T18:30:00Z,9:00:00,1.4,1220,,5.4,781,111,995,89,1559,1067,15.3,62.1,1.073,,
2004-03-20T18:30:00Z,10:00:00,1.7,1300,,7.1,861,123,913,93,1633,1114,16.3,59.0,1.0868,,
2004-03-20T18:30:00Z,11:00:00,1.8,1279,,7.3,869,106,911,81,1646,1000,18.9,49.6,1.07,,
2004-03-20T18:30:00Z,12:00:00,1.8,1267,,7.6,882,103,952,82,1616,905,19.4,46.1,1.0249,,
2004-03-20T18:30:00Z,13:00:00,1.9,1238,,6.8,847,102,980,80,1567,822,20.8,41.6,1.0091,,
2004-03-20T18:30:00Z,14:00:00,1.3,1128,,4.6,742,48,1143,48,1506,610,21.4,40.3,1.0126,,
2004-03-20T18:30:00Z,15:00:00,1.6,1242,,8.4,916,63,962,61,1668,656,21.2,39.3,0.9791,,
2004-03-20T18:30:00Z,16:00:00,1.9,1208,,6.9,853,98,1059,89,1506,646,20.3,38.0,0.8942,,
2004-03-20T18:30:00Z,17:00:00,2.3,1306,,9.0,937,132,960,105,1606,762,19.4,41.3,0.9206,,
2004-03-20T18:30:00Z,18:00:00,3.8,1545,,15.1,1151,173,769,116,1873,1122,18.5,43.8,0.9252,,
2004-03-20T18:30:00Z,19:00:00,3.5,1501,,12.6,1070,185,823,119,1744,1130,17.8,48.1,0.9689,,
2004-03-20T18:30:00Z,20:00:00,4.3,1604,,15.1,1153,266,769,144,1840,1636,17.9,46.9,0.952,,
2004-03-20T18:30:00Z,21:00:00,2.8,1315,,9.9,973,188,883,123,1672,1272,17.4,49.1,0.9688,,
2004-03-20T18:30:00Z,22:00:00,1.9,1195,,8.0,898,122,933,105,1594,1098,17.0,51.7,0.9914,,
2004-03-20T18:30:00Z,23:00:00,1.9,1211,,7.9,896,112,920,93,1624,1066,16.4,55.1,1.0198,,
2004-03-21T18:30:00Z,0:00:00,1.7,1161,,6.1,815,93,995,86,1582,909,16.1,60.0,1.0919,,
2004-03-21T18:30:00Z,1:00:00,1.5,1095,,5.1,767,74,1050,76,1547,818,15.8,60.5,1.0805,,
2004-03-21T18:30:00Z,2:00:00,0.6,897,,1.7,562,23,1416,33,1355,472,16.3,57.0,1.0491,,
2004-03-21T18:30:00Z,3:00:00,0.4,842,,0.7,468,,1812,,1274,393,16.9,53.9,1.0309,,
2004-03-21T18:30:00Z,4:00:00,,853,,0.8,481,17,1755,27,1304,396,16.1,55.9,1.0153,,
2004-03-21T18:30:00Z,5:00:00,0.3,845,,0.7,472,15,1785,23,1278,378,16.5,53.9,1.0049,,
2004-03-21T18:30:00Z,6:00:00,0.6,941,,2.0,586,41,1479,46,1372,432,16.4,54.0,0.9979,,
2004-03-21T18:30:00Z,7:00:00,1.2,1090,,5.1,768,86,1072,76,1537,699,15.7,57.6,1.0195,,
2004-03-21T18:30:00Z,8:00:00,3.6,1514,,17.7,1230,226,732,116,1996,1252,15.8,53.7,0.9571,,
2004-03-21T18:30:00Z,9:00:00,3.7,1378,,18.4,1251,214,711,115,1961,1236,17.4,42.1,0.8281,,
2004-03-21T18:30:00Z,10:00:00,1.8,1074,,6.9,854,115,1031,83,1483,772,17.9,38.4,0.7793,,
2004-03-21T18:30:00Z,11:00:00,1.6,1089,,7.3,867,124,1025,87,1509,765,18.5,36.7,0.7764,,
2004-03-21T18:30:00Z,12:00:00,1.9,1109,,9.6,964,122,947,90,1576,828,21.0,29.6,0.7263,,
2004-03-21T18:30:00Z,13:00:00,2,1101,,10.4,994,107,954,87,1598,783,21.3,28.1,0.7067,,
2004-03-21T18:30:00Z,14:00:00,2.2,1099,,11.2,1020,133,951,99,1607,822,21.3,26.1,0.6539,,
2004-03-21T18:30:00Z,15:00:00,2.1,1093,,10.7,1002,130,965,99,1573,813,21.3,26.8,0.6681,,
2004-03-21T18:30:00Z,16:00:00,2.3,1075,451,11.6,1034,150,964,101,1544,812,21.3,24.2,0.606,,
2004-03-21T18:30:00Z,17:00:00,2.6,1151,185,12.4,1061,138,928,103,1606,849,20.2,28.5,0.6682,,
2004-03-21T18:30:00Z,18:00:00,3.8,1406,426,18.3,1249,213,720,129,1931,1275,17.0,43.1,0.8264,,
2004-03-21T18:30:00Z,19:00:00,4.4,1437,672,21.0,1324,232,677,143,1992,1400,15.6,47.4,0.8347,,
2004-03-21T18:30:00Z,20:00:00,4.5,1424,624,21.0,1325,238,678,146,1965,1355,15.3,47.4,0.8178,,
2004-03-21T18:30:00Z,21:00:00,3.3,1278,325,14.5,1131,180,775,124,1758,1243,14.5,49.7,0.8177,,
2004-03-21T18:30:00Z,22:00:00,2,1131,143,8.4,916,128,920,113,1560,1082,13.9,52.0,0.8231,,
2004-03-21T18:30:00Z,23:00:00,1.1,1006,89,4.3,728,65,1141,80,1369,795,14.5,49.4,0.8106,,
2004-03-22T18:30:00Z,0:00:00,0.9,982,73,3.8,699,53,1204,72,1358,735,13.8,51.4,0.8071,,
2004-03-22T18:30:00Z,1:00:00,0.8,968,48,2.7,635,47,1271,64,1309,684,14.0,51.3,0.8163,,
2004-03-22T18:30:00Z,2:00:00,0.7,940,47,2.5,621,51,1298,70,1329,714,13.0,56.8,0.8444,,
2004-03-22T18:30:00Z,3:00:00,0.5,892,36,1.2,522,,1522,,1284,456,11.0,70.0,0.9215,,
2004-03-22T18:30:00Z,4:00:00,,855,25,0.8,477,20,1700,31,1261,401,10.1,76.8,0.9483,,
2004-03-22T18:30:00Z,5:00:00,0.3,833,19,0.6,458,13,1908,22,1211,361,8.8,80.5,0.9147,,
2004-03-22T18:30:00Z,6:00:00,0.5,908,26,1.8,566,33,1542,47,1286,417,9.6,75.4,0.9004,,
2004-03-22T18:30:00Z,7:00:00,1.1,1061,60,4.6,744,103,1178,88,1428,616,9.8,75.0,0.9093,,
2004-03-22T18:30:00Z,8:00:00,3,1440,248,14.2,1123,224,851,130,1829,1088,10.0,74.2,0.9117,,
2004-03-22T18:30:00Z,9:00:00,3.8,1498,535,21.0,1324,244,684,132,2095,1328,11.2,69.7,0.9232,,
2004-03-22T18:30:00Z,10:00:00,3.4,1342,340,16.2,1185,237,760,132,1856,1310,12.0,62.9,0.8803,,
2004-03-22T18:30:00Z,11:00:00,3,1308,325,15.5,1165,220,791,131,1794,1236,12.8,55.8,0.821,,
2004-03-22T18:30:00Z,12:00:00,2.7,1209,267,13.4,1097,207,836,129,1746,1147,13.1,54.8,0.8234,,
2004-03-22T18:30:00Z,13:00:00,3.5,1310,325,16.9,1206,208,770,132,1846,1301,13.8,53.4,0.8351,,
2004-03-22T18:30:00Z,14:00:00,2.8,1170,268,12.4,1064,160,880,110,1639,1096,16.0,42.4,0.7674,,
2004-03-22T18:30:00Z,15:00:00,1.9,1112,136,10.1,980,131,923,99,1588,900,14.1,49.8,0.7971,,
2004-03-22T18:30:00Z,16:00:00,2,1132,118,8.7,927,128,944,100,1570,780,12.0,61.1,0.8537,,
2004-03-22T18:30:00Z,17:00:00,3,1225,276,13.8,1111,176,817,122,1718,1013,13.6,54.6,0.8465,,
2004-03-22T18:30:00Z,18:00:00,1.9,1064,151,9.3,952,107,961,97,1513,789,13.7,49.5,0.7695,,
2004-03-22T18:30:00Z,19:00:00,2.7,1236,236,13.0,1084,131,853,112,1687,1059,11.7,57.1,0.7822,,
2004-03-22T18:30:00Z,20:00:00,3.3,1308,220,14.3,1126,166,812,128,1721,1204,11.5,58.2,0.7867,,
2004-03-22T18:30:00Z,21:00:00,1.7,1089,87,7.6,884,89,1006,101,1486,974,12.6,54.2,0.7881,,
2004-03-22T18:30:00Z,22:00:00,1.3,999,81,5.3,776,81,1141,96,1374,896,12.0,54.9,0.7664,,
2004-03-22T18:30:00Z,23:00:00,1.3,1041,74,5.4,781,78,1105,86,1424,911,11.0,61.4,0.8057,,
2004-03-23T18:30:00Z,0:00:00,1.2,1044,55,4.9,756,70,1136,85,1410,901,11.1,62.2,0.8199,,
2004-03-23T18:30:00Z,1:00:00,1.1,997,74,4.6,744,76,1150,79,1405,831,10.8,62.5,0.8082,,
2004-03-23T18:30:00Z,2:00:00,0.9,948,35,2.7,634,43,1319,61,1326,715,11.3,60.0,0.8025,,
2004-03-23T18:30:00Z,3:00:00,0.6,878,29,1.6,550,,1492,,1271,683,10.6,61.6,0.7856,,
2004-03-23T18:30:00Z,4:00:00,,907,29,1.7,558,44,1477,66,1286,720,10.2,62.7,0.7813,,
2004-03-23T18:30:00Z,5:00:00,0.6,892,20,1.2,521,34,1572,54,1254,647,10.9,58.6,0.7628,,
2004-03-23T18:30:00Z,6:00:00,0.8,953,32,1.7,561,43,1495,57,1255,612,10.8,57.2,0.7382,,
2004-03-23T18:30:00Z,7:00:00,1.2,1045,84,4.8,750,79,1185,75,1403,799,10.4,59.2,0.7455,,
2004-03-23T18:30:00Z,8:00:00,3.1,1382,245,13.8,1109,174,831,97,1706,1172,11.0,57.3,0.7501,,
2004-03-23T18:30:00Z,9:00:00,4.4,1597,553,23.7,1395,235,652,110,2080,1518,11.2,56.9,0.7565,,
2004-03-23T18:30:00Z,10:00:00,3.4,1317,450,14.2,1123,218,761,113,1770,1286,12.1,54.9,0.7734,,
2004-03-23T18:30:00Z,11:00:00,1.7,1137,118,8.0,897,136,950,88,1505,965,15.1,44.3,0.7535,,
2004-03-23T18:30:00Z,12:00:00,1.5,1097,118,6.7,842,117,1012,85,1440,827,15.6,40.6,0.7146,,
2004-03-23T18:30:00Z,13:00:00,1.7,1117,144,8.7,927,119,958,96,1477,824,16.9,34.6,0.6597,,
2004-03-23T18:30:00Z,14:00:00,2.2,1170,159,10.8,1008,126,879,106,1566,872,16.6,35.6,0.6697,,
2004-03-23T18:30:00Z,15:00:00,,1112,122,6.7,842,100,1015,91,1494,679,11.3,63.9,0.8554,,
2004-03-23T18:30:00Z,16:00:00,2.7,1389,230,11.4,1027,197,828,126,1729,1002,9.6,81.1,0.972,,
2004-03-23T18:30:00Z,17:00:00,2.8,1353,320,13.4,1095,195,773,130,1783,1159,11.7,69.1,0.9497,,
2004-03-23T18:30:00Z,18:00:00,2.7,1260,263,12.0,1049,156,828,111,1722,978,10.7,68.5,0.8794,,
2004-03-23T18:30:00Z,19:00:00,4.5,1501,556,20.2,1302,247,680,134,2008,1311,10.7,67.3,0.8643,,
2004-03-23T18:30:00Z,20:00:00,3.5,1272,458,14.4,1129,190,795,136,1743,1071,10.8,65.7,0.8486,,
2004-03-23T18:30:00Z,21:00:00,2.6,1178,214,9.4,954,169,927,125,1571,898,10.3,66.3,0.8336,,
2004-03-23T18:30:00Z,22:00:00,1.7,1046,97,5.9,809,118,1064,108,1435,766,10.1,66.9,0.8248,,
2004-03-23T18:30:00Z,23:00:00,1.3,972,79,4.5,739,81,1186,87,1353,589,10.4,61.1,0.7717,,
2004-03-24T18:30:00Z,0:00:00,1.3,997,81,4.5,737,80,1167,89,1340,630,10.3,59.9,0.7516,,
2004-03-24T18:30:00Z,1:00:00,1,969,52,2.5,620,42,1399,58,1249,478,11.0,58.4,0.7686,,
2004-03-24T18:30:00Z,2:00:00,0.7,902,38,1.8,567,38,1450,54,1253,478,9.1,68.1,0.789,,
2004-03-24T18:30:00Z,3:00:00,0.7,921,35,1.4,538,,1564,,1224,417,9.5,68.2,0.8091,,
2004-03-24T18:30:00Z,4:00:00,0.5,858,29,0.9,489,18,1706,28,1211,377,9.3,72.3,0.8496,,
2004-03-24T18:30:00Z,5:00:00,0.5,878,21,0.6,456,12,1934,20,1157,343,9.9,66.8,0.8152,,
2004-03-24T18:30:00Z,6:00:00,0.6,892,46,1.4,539,43,1603,51,1267,412,7.6,83.2,0.8695,,
2004-03-24T18:30:00Z,7:00:00,1.1,1038,55,3.8,697,84,1260,82,1382,604,8.1,79.0,0.8544,,
2004-03-24T18:30:00Z,8:00:00,2.7,1319,271,11.6,1034,184,902,112,1720,990,8.7,74.6,0.8429,,
2004-03-24T18:30:00Z,9:00:00,3.5,1352,434,17.8,1234,202,740,119,1936,1175,8.6,75.1,0.8415,,
2004-03-24T18:30:00Z,10:00:00,2.3,1133,300,8.8,933,133,969,99,1552,922,9.7,69.7,0.8389,,
2004-03-24T18:30:00Z,11:00:00,1.6,1065,116,6.8,849,130,1039,98,1468,828,11.0,64.4,0.8447,,
2004-03-24T18:30:00Z,12:00:00,1.3,1026,95,5.9,808,106,1081,88,1441,732,13.6,53.0,0.8209,,
2004-03-24T18:30:00Z,13:00:00,2,1105,211,8.9,935,132,957,96,1569,819,14.2,48.4,0.778,,
2004-03-24T18:30:00Z,14:00:00,1.9,1037,168,8.2,906,106,976,81,1492,723,14.2,46.3,0.7438,,
2004-03-24T18:30:00Z,15:00:00,1.9,1084,154,8.6,924,125,986,92,1501,786,16.0,41.3,0.7462,,
2004-03-24T18:30:00Z,16:00:00,2.2,1104,267,10.1,982,138,939,105,1545,850,17.7,35.4,0.7094,,
2004-03-24T18:30:00Z,17:00:00,2,1101,143,9.4,956,120,968,88,1526,819,17.1,37.4,0.7225,,
2004-03-24T18:30:00Z,18:00:00,2.9,1239,374,14.6,1137,158,835,103,1748,990,14.9,40.5,0.6835,,
2004-03-24T18:30:00Z,19:00:00,5.2,1443,797,24.6,1418,253,666,141,2059,1454,13.4,47.8,0.7293,,
2004-03-24T18:30:00Z,20:00:00,4.6,1389,698,21.6,1341,231,691,133,1981,1487,12.6,52.5,0.7642,,
2004-03-24T18:30:00Z,21:00:00,2.5,1182,234,10.3,989,150,904,119,1538,1205,12.2,53.2,0.7555,,
2004-03-24T18:30:00Z,22:00:00,1.5,1014,104,5.7,797,99,1083,106,1376,909,10.6,56.1,0.714,,
2004-03-24T18:30:00Z,23:00:00,1.2,978,67,4.5,736,75,1153,92,1323,768,9.9,59.5,0.7276,,
2004-03-25T18:30:00Z,0:00:00,1.7,1047,88,5.5,787,93,1098,97,1372,834,9.6,61.1,0.7323,,
2004-03-25T18:30:00Z,1:00:00,1.4,1023,79,4.8,753,79,1131,91,1357,793,9.7,61.6,0.7425,,
2004-03-25T18:30:00Z,2:00:00,1.2,973,61,3.6,690,67,1207,83,1313,733,9.4,62.6,0.7398,,
2004-03-25T18:30:00Z,3:00:00,0.6,861,43,1.7,561,,1449,,1219,501,8.2,68.5,0.7455,,
2004-03-25T18:30:00Z,4:00:00,0.7,924,40,2.2,602,45,1398,59,1263,562,8.0,69.4,0.7459,,
2004-03-25T18:30:00Z,5:00:00,0.8,951,52,3.0,653,72,1209,73,1312,832,7.7,72.4,0.7655,,
2004-03-25T18:30:00Z,6:00:00,0.9,1004,64,4.0,713,103,1130,78,1363,923,8.0,71.8,0.7711,,
2004-03-25T18:30:00Z,7:00:00,1.6,1122,88,6.7,841,132,1014,90,1438,974,8.5,66.3,0.7375,,
2004-03-25T18:30:00Z,8:00:00,3.4,1350,375,16.7,1201,239,783,110,1828,1306,9.8,59.6,0.7214,,
2004-03-25T18:30:00Z,9:00:00,3.8,1407,592,19.3,1278,275,681,114,1927,1480,11.2,57.0,0.7544,,
2004-03-25T18:30:00Z,10:00:00,3.1,1303,357,14.8,1141,232,771,119,1747,1404,14.8,44.1,0.7407,,
2004-03-25T18:30:00Z,11:00:00,2.7,1206,296,13.4,1098,180,826,121,1663,1194,16.8,35.3,0.6729,,
2004-03-25T18:30:00Z,12:00:00,2,1099,181,11.0,1013,112,947,97,1503,867,19.2,27.1,0.5976,,
2004-03-25T18:30:00Z,13:00:00,2.3,1105,211,12.5,1068,116,914,99,1535,874,19.1,26.2,0.5741,,
2004-03-25T18:30:00Z,14:00:00,1.9,1009,199,8.4,916,103,1015,85,1390,738,16.3,30.8,0.5683,,
2004-03-25T18:30:00Z,15:00:00,1.3,961,81,5.3,776,89,1151,75,1279,549,14.2,36.8,0.5922,,
2004-03-25T18:30:00Z,16:00:00,1.9,1093,143,8.8,932,112,975,87,1454,776,13.4,41.0,0.6292,,
2004-03-25T18:30:00Z,17:00:00,2.3,1179,247,11.2,1022,127,886,102,1588,966,14.2,43.3,0.6982,,
2004-03-25T18:30:00Z,18:00:00,2.4,1168,239,11.6,1037,125,868,105,1579,989,12.1,45.6,0.6403,,
2004-03-25T18:30:00Z,19:00:00,2.7,1167,267,12.4,1063,120,875,98,1540,943,10.4,48.0,0.6046,,
2004-03-25T18:30:00Z,20:00:00,2.6,1139,261,10.6,999,120,916,93,1490,962,10.0,51.1,0.628,,
2004-03-25T18:30:00Z,21:00:00,1.5,1000,97,6.0,811,99,1097,91,1308,777,9.8,50.8,0.6172,,
2004-03-25T18:30:00Z,22:00:00,1.2,953,66,4.6,743,79,1185,85,1252,689,9.7,50.4,0.6063,,
2004-03-25T18:30:00Z,23:00:00,1.1,971,60,4.1,714,66,1236,74,1257,643,9.9,50.2,0.6103,,
2004-03-26T18:30:00Z,0:00:00,1.5,1021,77,5.2,775,94,1143,87,1306,753,9.4,53.4,0.63,,
2004-03-26T18:30:00Z,1:00:00,1,940,57,3.2,663,70,1289,79,1232,646,8.6,57.8,0.6488,,
2004-03-26T18:30:00Z,2:00:00,1.2,1045,65,4.5,735,75,1142,78,1312,838,8.1,62.1,0.6746,,
2004-03-26T18:30:00Z,3:00:00,1.1,1026,59,3.8,699,,1191,,1291,851,7.9,63.5,0.6777,,
2004-03-26T18:30:00Z,4:00:00,,983,48,3.8,697,57,1209,63,1295,800,7.4,64.8,0.6683,,
2004-03-26T18:30:00Z,5:00:00,0.8,915,27,1.9,578,32,1417,48,1212,665,8.2,58.9,0.6444,,
2004-03-26T18:30:00Z,6:00:00,0.9,934,25,2.4,615,54,1373,59,1249,717,6.3,66.6,0.641,,
2004-03-26T18:30:00Z,7:00:00,1.1,976,42,3.3,668,68,1270,65,1266,794,7.2,62.9,0.6396,,
2004-03-26T18:30:00Z,8:00:00,1.5,1123,78,6.7,842,98,1049,71,1418,935,7.2,63.9,0.65,,
2004-03-26T18:30:00Z,9:00:00,1.8,1162,128,8.5,918,128,921,84,1530,1075,11.1,50.5,0.6654,,
2004-03-26T18:30:00Z,10:00:00,2.1,1166,184,9.7,966,129,941,93,1519,1016,15.5,36.1,0.6313,,
2004-03-26T18:30:00Z,11:00:00,2.1,1120,156,9.4,955,130,991,99,1450,833,17.8,29.2,0.592,,
2004-03-26T18:30:00Z,12:00:00,1.9,1071,176,9.0,939,111,993,93,1449,756,17.6,30.1,0.6013,,
2004-03-26T18:30:00Z,13:00:00,2.1,1064,232,10.0,978,106,949,96,1467,766,19.1,26.8,0.5861,,
2004-03-26T18:30:00Z,14:00:00,2.5,1157,305,12.6,1071,137,888,114,1595,904,17.7,28.6,0.5735,,
2004-03-26T18:30:00Z,15:00:00,1.9,1046,150,7.6,882,113,1051,101,1357,765,17.8,28.4,0.5737,,
2004-03-26T18:30:00Z,16:00:00,2.2,1147,188,11.8,1042,122,933,108,1538,830,18.7,26.0,0.5555,,
2004-03-26T18:30:00Z,17:00:00,2.3,1118,221,11.2,1022,137,916,117,1507,853,17.1,31.3,0.6038,,
2004-03-26T18:30:00Z,18:00:00,2.7,1209,219,12.4,1061,165,885,125,1586,980,15.8,36.1,0.644,,
2004-03-26T18:30:00Z,19:00:00,3,1305,306,12.9,1079,196,826,133,1621,1285,14.7,40.1,0.6657,,
2004-03-26T18:30:00Z,20:00:00,2.8,1257,270,12.2,1056,174,840,119,1632,1243,13.6,44.9,0.6991,,
2004-03-26T18:30:00Z,21:00:00,2.2,1148,231,8.8,930,140,947,107,1475,1056,12.5,48.1,0.6946,,
2004-03-26T18:30:00Z,22:00:00,1.6,1107,125,6.8,847,102,1022,96,1420,1003,11.8,50.8,0.7042,,
2004-03-26T18:30:00Z,23:00:00,2.1,1230,122,8.6,923,130,906,105,1483,1244,10.9,56.1,0.7326,,
2004-03-27T18:30:00Z,0:00:00,2.3,1292,161,8.9,936,121,929,102,1463,1200,10.9,55.9,0.7277,,
2004-03-27T18:30:00Z,1:00:00,2.3,1274,101,8.3,912,111,939,97,1451,1188,10.3,58.1,0.7278,,
2004-03-27T18:30:00Z,2:00:00,1.7,1135,95,6.3,827,87,1012,79,1394,1070,9.3,62.2,0.7294,,
2004-03-27T18:30:00Z,3:00:00,2.2,1151,129,8.3,911,,935,,1500,1074,8.2,66.7,0.7276,,
2004-03-27T18:30:00Z,4:00:00,1.3,1009,96,5.1,769,77,1109,69,1396,895,8.3,64.9,0.7124,,
2004-03-27T18:30:00Z,5:00:00,0.8,869,54,2.6,626,39,1325,52,1283,755,9.6,58.5,0.7,,
2004-03-27T18:30:00Z,6:00:00,1.1,983,63,3.6,688,77,1250,62,1342,805,7.7,66.4,0.699,,
2004-03-27T18:30:00Z,7:00:00,1.4,995,72,3.6,690,91,1219,69,1321,836,7.4,68.0,0.7043,,
2004-03-27T18:30:00Z,8:00:00,1.3,1024,91,4.7,747,105,1136,75,1382,897,9.7,58.6,0.7035,,
2004-03-27T18:30:00Z,9:00:00,1.9,1163,127,7.5,879,133,958,83,1486,1073,12.5,50.1,0.7242,,
2004-03-27T18:30:00Z,10:00:00,2.3,1217,193,9.0,938,128,917,94,1500,1088,16.8,36.9,0.7018,,
2004-03-27T18:30:00Z,11:00:00,2.3,1210,188,9.5,957,126,932,96,1514,1036,19.2,31.3,0.6887,,
2004-03-27T18:30:00Z,12:00:00,1.8,1113,151,7.7,886,92,1020,86,1438,768,21.3,26.4,0.6607,,
2004-03-27T18:30:00Z,13:00:00,1.4,994,103,5.7,796,66,1159,72,1287,587,21.2,23.1,0.5768,,
2004-03-27T18:30:00Z,14:00:00,1,926,55,3.8,699,50,1285,53,1189,452,18.6,25.0,0.5319,,
2004-03-27T18:30:00Z,15:00:00,1.4,1001,104,4.8,753,70,1188,65,1259,469,18.0,27.3,0.5594,,
2004-03-27T18:30:00Z,16:00:00,1.3,986,116,4.3,727,73,1212,70,1244,501,18.2,28.3,0.5848,,
2004-03-27T18:30:00Z,17:00:00,1.3,993,93,4.1,713,77,1216,75,1237,515,17.0,31.4,0.6048,,
2004-03-27T18:30:00Z,18:00:00,1.4,1011,93,4.7,745,86,1174,86,1300,554,15.6,35.0,0.617,,
2004-03-27T18:30:00Z,19:00:00,1.9,1113,155,6.2,822,93,1067,94,1357,670,14.1,40.2,0.6438,,
2004-03-27T18:30:00Z,20:00:00,1.8,1093,115,5.5,788,105,1101,103,1329,787,13.4,43.2,0.6623,,
2004-03-27T18:30:00Z,21:00:00,1.1,968,75,3.3,669,67,1261,81,1245,538,12.3,46.8,0.6686,,
2004-03-27T18:30:00Z,22:00:00,1.1,959,65,3.2,665,63,1266,80,1223,544,11.9,46.5,0.6449,,
2004-03-27T18:30:00Z,23:00:00,1.1,942,57,2.9,647,63,1299,77,1204,499,11.5,46.6,0.6319,,
2004-03-28T18:30:00Z,0:00:00,0.9,887,40,2.2,597,46,1396,58,1155,417,10.6,48.0,0.6135,,
2004-03-28T18:30:00Z,1:00:00,0.6,817,27,1.3,523,21,1587,31,1071,341,10.7,45.8,0.5895,,
2004-03-28T18:30:00Z,2:00:00,0.5,840,23,1.1,509,22,1643,38,1075,352,10.4,46.6,0.5901,,
2004-03-28T18:30:00Z,3:00:00,0.7,894,28,1.3,524,,1557,,1095,397,10.1,47.8,0.5913,,
