CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
0.9,951.0,3.3,672.0,47.5,1137.0,56.0,1380.0,796.0,11.8,64.3,0.8869,Good
1.6,1150.0,7.3,869.0,237.0,694.0,127.0,1252.0,1203.0,12.0,67.5,0.9413,Good
8.0,1774.0,42.8,1828.0,852.0,358.0,154.0,2456.0,2152.0,21.4,60.9,1.5322,Poor
3.9,1499.0,18.0,1239.0,174.0,650.0,121.0,1956.0,1358.0,18.8,47.5,1.0199,Poor
2.1,1227.0,10.2,984.0,389.0,587.0,129.0,1293.0,1221.0,8.7,64.3,0.7257,Moderate
3.0,1382.0,16.7,1201.0,728.0,533.0,274.0,1351.0,1630.0,1.3,64.8,0.441,Poor
4.8,1425.0,23.3,1386.0,744.0,690.0,203.0,1536.0,1977.0,15.0,41.4,0.7016,Poor
1.1,924.0,2.9,648.0,63.0,1271.0,74.0,1186.0,464.0,14.5,39.0,0.6428,Good
1.8,990.0,6.1,817.0,277.0,849.0,134.0,1070.0,1111.0,10.2,49.4,0.6138,Good
2.3,1149.0,10.6,998.0,368.0,664.0,133.0,1433.0,1100.0,20.8,45.5,1.1054,Moderate
0.5,853.0,4.1,715.0,45.0,1046.0,58.0,1414.0,707.0,20.8,40.2,0.9725,Good
1.4,1016.0,8.2,908.0,194.0,932.0,119.0,1353.0,879.0,27.1,31.0,1.0991,Moderate
0.75,763.0,2.5,622.0,37.0,1128.0,58.0,1321.0,688.0,21.2,39.4,0.9802,Good
0.6,1017.0,6.5,834.0,61.0,986.0,59.0,1675.0,734.0,17.8,80.3,1.6212,Good
0.7,968.0,2.6,628.0,56.0,1196.0,66.0,1371.0,736.0,11.3,72.9,0.9738,Good
2.5,1062.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1165.0,15.5,52.2,0.9136,Moderate
1.9,1118.0,7.7,888.0,290.0,685.0,189.0,1223.0,961.0,7.9,69.0,0.7394,Good
1.0,957.0,6.2,819.0,40.0,886.0,68.0,1452.0,530.0,39.1,20.7,1.427,Good
0.3,864.0,2.1,590.0,27.0,1246.0,37.0,1373.0,506.0,17.7,56.0,1.1215,Good
2.6,1262.0,13.4,1096.0,182.0,771.0,134.0,1710.0,1339.0,26.4,28.9,0.9785,Moderate
1.9,1132.0,10.7,1002.0,255.0,640.0,76.0,1473.0,1125.0,18.1,67.5,1.3855,Moderate
2.2,1206.0,9.3,949.0,368.0,623.0,203.0,1302.0,1162.0,8.1,64.8,0.7039,Moderate
0.3,771.0,0.9,489.0,48.0,1419.0,39.0,989.0,411.0,6.3,84.8,0.8148,Good
3.8,1283.0,18.3,1249.0,363.0,582.0,167.0,1842.0,1299.0,24.6,54.0,1.6461,Poor
4.0,1374.0,17.7,1230.0,583.0,473.0,259.0,1522.0,1632.0,6.1,75.8,0.7184,Poor
3.0,1400.0,16.8,1204.0,414.0,526.0,139.0,1401.0,1946.0,13.1,48.0,0.7181,Poor
2.3,1068.0,8.6,922.0,227.0,735.0,162.0,1036.0,875.0,10.1,33.2,0.4115,Moderate
1.6,998.0,6.2,820.0,262.0,845.0,173.0,914.0,925.0,6.4,36.8,0.3566,Good
3.7,1418.0,18.9,1266.0,219.0,742.0,138.0,1763.0,1490.0,20.8,22.5,0.5463,Poor
1.8,1143.0,7.8,889.0,224.0,744.0,71.0,1578.0,848.0,20.8,73.1,1.7695,Moderate
0.5,797.0,3.4,676.0,35.0,1091.0,44.0,1473.0,696.0,20.2,53.8,1.2569,Good
1.6,993.0,6.9,850.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,0.7176,Good
0.4,795.0,1.3,525.0,25.0,1533.0,36.0,1321.0,391.0,21.4,47.8,1.2005,Good
1.0,835.0,4.7,749.0,43.0,959.0,54.0,1390.0,483.0,35.1,25.2,1.402,Good
0.9,832.0,3.0,653.0,186.0,1073.0,109.0,708.0,447.0,3.9,29.2,0.2378,Good
4.0,1583.0,23.8,1398.0,244.0,642.0,130.0,1946.0,1675.0,13.3,35.6,0.5416,Poor
1.3,964.0,5.1,769.0,236.9796848547988,878.0,110.3925641359552,1315.0,667.0,25.9,32.9,1.0826,Good
5.9,1608.0,29.5,1540.0,948.0,486.0,139.0,1961.0,1802.0,11.3,75.3,1.0048,Poor
1.6,1202.0,6.2,823.0,89.0,1003.0,84.0,1525.0,903.0,15.6,56.6,0.9951,Good
1.4,1066.0,5.2,771.0,214.0,794.0,145.0,948.0,1246.0,5.5,49.6,0.4526,Good
1.8,1204.0,7.7,888.0,256.0,646.0,116.0,1291.0,1187.0,12.0,71.9,1.0071,Good
1.4,939.0,5.1,768.0,100.0,1102.0,90.0,1309.0,730.0,15.5,37.0,0.6447,Good
3.8,1454.0,17.5,1225.0,299.0,660.0,135.0,1808.0,1654.0,17.1,42.1,0.812,Poor
1.7,1036.0,10.2,985.0,113.0,776.0,112.0,1613.0,867.0,24.8,36.8,1.1357,Moderate
0.6,832.0,2.8,640.0,30.0,1087.0,44.0,1495.0,717.0,23.5,51.2,1.4634,Good
5.7,1477.0,22.2,1356.0,722.0,473.0,177.0,1652.0,1639.0,7.2,78.5,0.803,Poor
5.1,1610.0,30.0,1551.0,317.0,487.0,206.0,2370.0,1948.0,34.9,29.3,1.611,Poor
1.8,1113.0,7.7,886.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607,Good
0.9,901.0,5.9,809.0,138.0,835.0,46.0,1355.0,833.0,14.8,79.4,1.3312,Good
2.3,1129.0,8.1,902.0,280.0,715.0,86.0,1289.0,1116.0,9.8,81.4,0.9855,Moderate
2.6,1167.0,17.0,1210.0,149.0,718.0,144.0,1944.0,1152.0,39.7,18.7,1.3306,Poor
1.1,1064.0,4.3,727.0,115.0,1160.0,91.0,1461.0,842.0,13.5,58.4,0.896,Good
0.5,777.0,2.9,644.0,39.0,1075.0,59.0,1334.0,781.0,20.5,42.3,1.0091,Good
1.0,995.0,2.5,620.0,117.0,927.0,94.0,946.0,569.0,10.6,45.8,0.5838,Good
4.4,1306.0,28.8,1522.0,244.0,535.0,121.0,2449.0,1544.0,22.8,47.9,1.3156,Poor
0.7,963.0,3.7,696.0,61.0,1066.0,57.0,1515.0,716.0,15.8,64.3,1.1416,Good
4.2,1415.0,21.8,1346.0,612.0,608.0,192.0,1569.0,1945.0,15.1,50.2,0.8552,Poor
1.4,1086.0,5.1,768.0,190.0,821.0,100.0,1196.0,856.0,12.4,73.8,1.0574,Good
3.1,1284.0,16.8,1204.0,552.0,599.0,167.0,1337.0,1531.0,3.9,57.3,0.4661,Poor
0.8,956.0,5.6,793.0,144.0,896.0,68.0,1455.0,1006.0,24.7,49.2,1.5116,Good
4.6,1510.0,19.5,1282.0,584.0,418.0,169.0,1725.0,1812.0,19.4,47.5,1.061,Poor
1.1,1022.0,4.3,729.0,270.5,803.0,102.5,1139.0,1034.0,11.5,68.2,0.9271,Good
0.0,1014.0,2.3,608.0,112.0,873.0,85.0,1026.0,654.0,10.3,59.4,0.7459,Good
1.5,884.0,6.2,821.0,300.0,909.0,110.0,967.0,806.0,17.1,23.5,0.453,Good
0.7,859.0,3.7,692.0,24.0,988.0,43.0,1376.0,710.0,25.3,39.7,1.2656,Good
2.0851233094669848,902.0,5.3,780.0,67.0,975.0,76.0,1464.0,592.0,35.2,24.1,1.351,Good
1.0,978.0,2.6,624.0,62.0,1420.0,65.0,1274.0,819.0,8.3,63.6,0.6982,Good
1.5,818.0,4.3,724.0,246.0,1064.0,127.0,848.0,694.0,6.4,35.8,0.3471,Good
1.8,1099.0,11.4,1027.0,112.0,899.0,103.0,1710.0,993.0,22.1,44.1,1.1573,Moderate
2.0851233094669848,978.0,7.4,873.0,80.0,1002.0,53.0,1669.0,788.0,28.9,34.8,1.3603,Good
4.6,1807.0,20.6,1312.0,261.0,753.0,157.0,1992.0,1697.0,18.4,41.7,0.8732,Poor
2.0,1188.0,7.3,869.0,263.0,820.0,97.0,1271.0,1250.0,13.2,75.8,1.1459,Good
4.3,1524.0,19.2,1275.0,245.0,607.0,122.0,2046.0,1740.0,18.6,57.6,1.2233,Poor
0.9,1066.0,5.5,787.0,57.0,985.0,56.0,1551.0,689.0,23.9,40.4,1.1787,Good
4.3,1490.0,24.8,1424.0,592.0,464.0,75.0,2032.0,1604.0,19.5,66.9,1.4999,Poor
1.4,941.0,5.3,779.0,113.0,1079.0,84.0,1342.0,719.0,16.3,38.4,0.7052,Good
1.3,935.0,7.3,870.0,108.0,989.0,97.0,1429.0,921.0,24.9,27.2,0.8429,Good
1.6,1172.0,7.5,877.0,160.0,1038.0,84.0,1556.0,1051.0,9.9,65.2,0.7956,Good
0.4,732.0,1.0,502.0,22.5,1525.0,35.5,1320.0,440.0,21.0,47.1,1.1546,Good
2.0851233094669848,1361.0,19.3,1277.0,282.0,529.0,140.0,2188.0,1391.0,25.9,51.5,1.7,Poor
2.3,1149.0,8.6,924.0,152.0,865.0,116.0,1576.0,819.0,13.6,61.4,0.9519,Moderate
2.3,1140.0,9.2,946.0,377.0,652.0,223.0,1230.0,1076.0,5.4,75.9,0.6875,Moderate
1.0,937.0,7.6,880.0,48.0,956.0,61.0,1607.0,662.0,24.1,43.3,1.2839,Good
0.7,874.0,1.6,552.0,120.0,1162.0,89.0,856.0,722.0,3.2,56.0,0.4364,Good
1.5,975.0,5.6,792.0,119.0,1133.0,97.0,1254.0,637.0,13.9,33.2,0.5222,Good
0.7,821.0,2.4,610.0,236.9796848547988,1191.0,110.3925641359552,1137.0,403.0,33.2,19.0,0.9533,Good
1.9,1165.0,10.8,1007.0,289.0,774.0,117.0,1390.0,1227.0,18.4,49.9,1.0453,Moderate
2.5,1221.0,11.5,1032.0,166.0,811.0,131.0,1629.0,912.0,19.3,35.4,0.7813,Moderate
1.3,871.0,6.3,823.0,66.0,853.0,77.0,1345.0,590.0,27.0,30.0,1.0542,Good
3.2,1377.0,14.4,1128.0,497.0,539.0,162.0,1391.0,1625.0,13.5,44.8,0.6898,Moderate
1.6,1094.0,4.7,746.0,176.0,716.0,103.0,1216.0,916.0,13.3,66.4,1.0128,Good
1.9,1015.0,12.3,1061.0,127.0,876.0,120.0,1668.0,847.0,36.4,15.1,0.9005,Moderate
2.0,1125.0,11.6,1035.0,122.0,727.0,109.0,1726.0,1149.0,26.7,35.8,1.2318,Moderate
1.1,984.0,3.1,661.0,130.0,898.0,104.0,964.0,638.0,7.7,54.4,0.5753,Good
1.7,1141.0,6.1,816.0,243.0,744.0,168.0,1026.0,1229.0,8.5,45.8,0.5108,Good
1.3,1020.0,4.3,726.0,81.0,1152.0,85.0,1390.0,630.0,9.3,75.2,0.8796,Good
2.6,1220.0,14.2,1121.0,245.0,600.0,107.0,1974.0,1428.0,25.6,61.2,1.9808,Moderate
0.8,988.0,4.0,712.0,78.0,1092.0,79.0,1454.0,715.0,18.9,49.3,1.0668,Good
0.9,829.0,3.8,698.0,90.0,1011.0,54.0,1338.0,736.0,18.8,59.5,1.2758,Good
1.8,1035.0,5.4,782.0,295.0,794.0,167.0,968.0,942.0,10.1,36.7,0.4536,Good
2.7,1214.0,12.3,1061.0,183.0,779.0,103.0,1661.0,1256.0,19.5,34.4,0.7738,Moderate
1.3,902.0,5.9,807.0,57.0,911.0,64.0,1407.0,632.0,34.4,23.5,1.2541,Good
2.6,1061.0,15.4,1161.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,Moderate
1.0,950.0,5.4,782.0,52.0,914.0,62.0,1443.0,524.0,38.0,24.0,1.5686,Good
3.7,1496.0,20.0,1297.0,896.0,492.0,186.0,1440.0,1873.0,3.1,64.0,0.4938,Poor
3.3,1472.0,22.4,1360.0,884.0,461.0,191.0,1454.0,2333.0,8.5,54.2,0.6054,Poor
2.0851233094669848,964.0,8.6,922.0,87.0,833.0,92.0,1589.0,781.0,35.4,24.8,1.4017,Moderate
0.9,931.0,3.8,701.0,254.0,943.0,124.0,874.0,935.0,4.5,51.8,0.4418,Good
2.1,1058.0,15.3,1158.0,149.0,819.0,91.0,1458.0,1187.0,19.2,20.0,0.439,Moderate
1.5,1010.0,7.6,884.0,216.0,719.0,59.0,1430.0,938.0,16.8,73.3,1.3915,Good
4.0,1417.0,19.5,1281.0,231.0,680.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,Poor
4.6,1458.0,24.2,1408.0,710.0,470.0,151.0,1888.0,1664.0,20.7,55.5,1.3414,Poor
2.2,1155.0,14.8,1141.0,387.0,906.0,143.0,1490.0,1187.0,34.9,18.5,1.0189,Moderate
0.7,827.0,3.1,659.0,33.0,1114.0,46.0,1551.0,616.0,16.8,77.4,1.4739,Good
1.0,967.0,4.2,719.0,73.0,1080.0,76.0,1388.0,664.0,19.2,42.3,0.9339,Good
3.3,1279.0,17.4,1222.0,525.0,526.0,159.0,1519.0,1452.0,11.0,60.9,0.7966,Poor
1.9,1131.0,12.2,1058.0,121.0,823.0,91.0,1663.0,930.0,26.5,27.2,0.9282,Moderate
1.3,1004.0,6.2,821.0,72.0,1030.0,68.0,1510.0,628.0,24.3,34.0,1.0149,Good
2.6,1312.0,11.9,1047.0,374.0,545.0,126.0,1430.0,1398.0,13.0,70.0,1.042,Moderate
1.6,1078.0,7.4,875.0,113.0,947.0,71.0,1534.0,998.0,10.3,65.6,0.8225,Good
2.3,1133.0,8.8,933.0,133.0,969.0,99.0,1552.0,922.0,9.7,69.7,0.8389,Moderate
3.3,1354.0,20.9,1321.0,445.0,504.0,107.0,1799.0,1495.0,20.8,56.3,1.3664,Poor
1.4,1010.0,5.3,780.0,254.0,804.0,163.0,963.0,805.0,11.2,36.2,0.4818,Good
2.5,1142.0,12.8,1078.0,358.0,669.0,126.0,1255.0,1260.0,16.4,38.2,0.7081,Moderate
1.7,1022.0,6.9,854.0,284.0,771.0,186.0,941.0,925.0,10.5,27.8,0.3525,Good
1.0,891.0,5.1,770.0,55.0,964.0,76.0,1464.0,493.0,32.0,28.2,1.3204,Good
2.2,985.0,10.7,1004.0,236.9796848547988,752.0,110.3925641359552,1439.0,906.0,31.7,20.5,0.9428,Moderate
2.1,1055.0,8.0,899.0,415.0,731.0,220.0,1017.0,1035.0,6.5,39.5,0.3865,Moderate
2.0,1271.0,9.5,958.0,159.0,845.0,91.0,1659.0,1136.0,13.3,61.7,0.9399,Moderate
2.7,1064.0,13.7,1106.0,142.0,896.0,112.0,1707.0,928.0,19.0,38.2,0.8327,Moderate
3.4,1378.0,17.7,1229.0,405.0,510.0,99.0,1819.0,1466.0,21.8,69.6,1.79,Poor
1.3,919.0,5.8,801.0,142.0,890.0,81.0,1265.0,939.0,15.9,55.2,0.9881,Good
1.1,1023.0,8.0,898.0,255.0,759.0,147.0,1033.0,899.0,10.7,33.1,0.4256,Moderate
3.8,1347.0,17.1,1211.0,749.0,526.0,179.0,1443.0,1567.0,9.3,67.1,0.7849,Poor
1.8,1057.0,10.7,1003.0,92.0,776.0,98.0,1683.0,947.0,28.8,32.8,1.2776,Moderate
2.0,1060.0,10.9,1010.0,135.0,857.0,102.0,1623.0,1074.0,23.9,30.7,0.9002,Moderate
2.1,1225.0,16.5,1196.0,156.0,673.0,145.0,1774.0,1277.0,41.9,14.8,1.1944,Poor
1.4,1057.0,8.6,924.0,139.0,683.0,48.0,1503.0,972.0,18.0,75.4,1.5441,Moderate
2.3,1274.0,8.3,912.0,111.0,939.0,97.0,1451.0,1188.0,10.3,58.1,0.7278,Moderate
0.5,893.0,4.0,708.0,46.0,996.0,53.0,1431.0,853.0,24.0,37.8,1.1077,Good
2.9,1262.0,14.7,1138.0,371.0,502.0,116.0,1533.0,1295.0,12.1,67.3,0.9499,Moderate
2.0851233094669848,939.0,8.5,918.0,80.0,804.0,96.0,1472.0,923.0,26.3,29.0,0.9807,Moderate
0.6,899.0,1.3,524.0,96.0,1090.0,84.0,780.0,695.0,3.6,44.5,0.3574,Good
1.0,984.0,3.7,694.0,140.0,881.0,116.0,1031.0,710.0,13.7,42.9,0.6687,Good
2.7,1144.0,13.4,1095.0,531.0,642.0,167.0,1393.0,1258.0,10.2,71.3,0.8859,Moderate
1.0,912.0,3.1,659.0,86.0,1010.0,55.0,1121.0,747.0,10.3,74.9,0.9362,Good
2.0,1189.0,9.7,964.0,239.0,669.0,87.0,1533.0,1059.0,26.5,44.9,1.5278,Moderate
3.0,1370.0,16.0,1179.0,526.0,472.0,122.0,1631.0,1353.0,13.2,69.9,1.0543,Moderate
2.4,982.0,13.3,1093.0,149.0,817.0,115.0,1659.0,854.0,35.4,15.3,0.8613,Moderate
1.2,1081.0,6.3,825.0,163.0,752.0,59.0,1526.0,930.0,21.3,69.1,1.7275,Good
1.1,1007.0,3.0,650.0,53.0,1157.0,54.0,1403.0,528.0,12.9,79.7,1.1774,Good
1.9,920.0,8.4,913.0,107.0,936.0,106.0,1480.0,613.0,19.2,35.6,0.7856,Moderate
1.3,942.0,3.6,688.0,160.0,896.0,115.0,947.0,881.0,3.8,66.2,0.5359,Good
1.2,937.0,7.9,893.0,123.0,1106.0,112.0,1463.0,782.0,20.8,33.2,0.8061,Moderate
0.4,790.0,0.4,434.0,39.0,1485.0,36.0,667.0,292.0,3.7,37.7,0.3024,Good
0.9,882.0,5.0,763.0,38.0,879.0,55.0,1388.0,655.0,23.3,45.3,1.2794,Good
1.6,1092.0,7.0,858.0,96.0,975.0,95.0,1494.0,816.0,22.9,37.0,1.0197,Good
1.1,900.0,4.0,710.0,151.0,974.0,84.0,1152.0,736.0,12.7,71.0,1.0387,Good
2.4,1253.0,9.7,966.0,342.0,559.0,161.0,1377.0,1250.0,14.5,57.0,0.9333,Moderate
2.5,1210.0,10.6,1000.0,439.0,678.0,115.0,1456.0,1061.0,13.4,79.9,1.2254,Moderate
1.4,959.0,5.4,783.0,219.0,842.0,148.0,868.0,643.0,12.0,21.9,0.3069,Good
2.3,1105.0,12.5,1068.0,116.0,914.0,99.0,1535.0,874.0,19.1,26.2,0.5741,Moderate
1.4,934.0,5.6,794.0,88.0,1097.0,93.0,1327.0,672.0,20.3,28.5,0.6686,Good
1.4,1046.0,5.3,777.0,207.0,798.0,139.0,906.0,1325.0,4.1,41.7,0.3456,Good
3.3,1211.0,16.5,1194.0,393.0,797.0,164.0,1599.0,1187.0,31.6,22.7,1.041,Poor
0.5,841.0,1.9,577.0,11.0,1143.0,16.0,1464.0,463.0,27.7,52.5,1.923,Good
0.2,827.0,3.6,690.0,48.0,1262.0,61.0,1353.0,658.0,18.6,44.2,0.9385,Good
4.5,1494.0,25.5,1442.0,467.0,454.0,119.0,2019.0,1795.0,22.3,62.5,1.6616,Poor
1.8,926.0,8.9,934.0,178.0,931.0,62.0,1261.0,785.0,20.1,30.3,0.7045,Moderate
1.2,963.0,5.2,773.0,62.0,839.0,64.0,1621.0,758.0,27.3,51.3,1.835,Good
1.9,1250.0,9.9,973.0,313.0,558.0,143.0,1276.0,1481.0,15.9,47.0,0.8434,Moderate
1.5,1017.0,10.4,991.0,102.0,839.0,96.0,1710.0,1103.0,24.7,39.3,1.2065,Moderate
1.0,885.0,6.5,834.0,48.0,904.0,67.0,1439.0,767.0,23.8,36.9,1.0748,Good
8.5,1629.0,33.1,1621.0,1089.0,421.0,247.0,1757.0,2238.0,8.0,45.9,0.4936,Poor
2.9,1119.0,13.1,1088.0,236.9796848547988,849.0,110.3925641359552,1785.0,1067.0,21.7,44.7,1.1451,Moderate
1.1,1000.0,5.9,807.0,95.0,811.0,52.0,1376.0,825.0,25.3,46.7,1.4874,Good
1.05,1002.0,4.2,722.0,161.0,806.0,84.0,1160.0,997.0,10.7,71.3,0.9161,Good
3.4,1307.0,19.3,1277.0,445.0,527.0,95.0,1766.0,1452.0,26.6,42.8,1.4713,Poor
1.7,1247.0,9.6,960.0,167.0,665.0,71.0,1569.0,1111.0,23.8,56.1,1.6298,Moderate
0.4,756.0,1.5,542.0,44.0,1339.0,31.0,1003.0,449.0,15.5,51.5,0.9026,Good
1.8,919.0,10.0,978.0,246.0,820.0,105.0,1179.0,804.0,13.1,38.5,0.5776,Moderate
0.2,786.0,1.6,549.0,28.0,1365.0,43.0,1317.0,596.0,14.3,61.9,1.0031,Good
0.8,947.0,3.8,702.0,145.0,801.0,78.0,1164.0,818.0,11.0,73.1,0.9554,Good
1.7,1157.0,9.8,969.0,196.0,663.0,73.0,1509.0,1201.0,20.3,68.1,1.6009,Moderate
3.4,1439.0,19.9,1294.0,522.0,506.0,137.0,1878.0,1615.0,23.8,54.7,1.587,Poor
0.4,802.0,3.0,650.0,22.0,1205.0,34.0,1281.0,402.0,32.4,19.3,0.922,Good
2.0,1075.0,10.4,993.0,133.0,723.0,129.0,1549.0,937.0,38.3,17.9,1.181,Moderate
2.7,1140.0,14.2,1122.0,262.0,619.0,103.0,1601.0,1208.0,19.7,64.5,1.4594,Moderate
1.3,1032.0,3.4,675.0,173.0,852.0,127.0,1006.0,702.0,8.0,57.7,0.6222,Good
3.7,1382.0,19.7,1288.0,185.0,777.0,138.0,1799.0,1212.0,26.9,22.3,0.7792,Poor
3.2,1211.0,8.6,925.0,490.0,720.0,132.0,1282.0,1193.0,11.2,70.9,0.9406,Moderate
2.0851233094669848,1095.0,13.9,1112.0,118.0,687.0,122.0,1694.0,864.0,32.0,24.9,1.1663,Moderate
1.7,1078.0,11.8,1041.0,87.0,696.0,116.0,1773.0,845.0,30.5,38.2,1.6376,Moderate
2.5,1180.0,10.2,984.0,433.0,629.0,120.0,1311.0,1240.0,8.5,76.9,0.8557,Moderate
2.6,1488.0,15.7,1170.0,178.0,731.0,127.0,1777.0,1705.0,16.0,50.9,0.9206,Moderate
0.5,841.0,2.8,640.0,40.0,1070.0,45.0,1292.0,595.0,23.7,46.7,1.3501,Good
1.6,1111.0,14.1,1120.0,161.0,838.0,121.0,1790.0,1140.0,25.6,33.3,1.0773,Moderate
3.5,980.0,14.5,1131.0,460.0,741.0,151.0,1101.0,1125.0,12.8,21.7,0.3182,Moderate
2.7,1248.0,11.1,1018.0,367.0,598.0,181.0,1289.0,1167.0,19.9,33.0,0.7608,Moderate
1.5,1114.0,5.8,803.0,222.0,733.0,130.0,1219.0,1135.0,14.3,59.2,0.9608,Good
2.2,1137.0,6.9,854.0,262.0,734.0,117.0,1275.0,911.0,13.3,68.2,1.0356,Good
0.0,864.0,0.8,478.0,52.0,1116.0,42.0,958.0,488.0,11.8,56.0,0.7743,Good
4.3,1532.0,18.9,1265.0,643.0,481.0,194.0,1577.0,1776.0,13.3,59.0,0.8945,Poor
2.2,1268.0,10.7,1004.0,260.0,553.0,112.0,1463.0,1136.0,24.3,38.4,1.1503,Moderate
3.1,1472.0,18.2,1246.0,306.0,511.0,87.0,1873.0,1454.0,28.1,45.3,1.6957,Poor
0.8,857.0,3.9,705.0,105.0,982.0,44.0,1312.0,732.0,16.9,66.7,1.2772,Good
1.0,908.0,3.4,677.0,180.0,960.0,127.0,837.0,651.0,9.2,34.5,0.4025,Good
0.6,874.0,1.5,547.0,98.5,1165.0,73.5,1049.0,524.0,11.5,67.4,0.9106,Good
0.6,888.0,2.2,597.0,26.0,1228.0,39.0,1396.0,499.0,16.4,62.1,1.1493,Good
0.8,953.0,1.7,561.0,43.0,1495.0,57.0,1255.0,612.0,10.8,57.2,0.7382,Good
1.1,837.0,3.7,692.0,26.0,1096.0,7.0,1178.0,584.0,15.4,53.6,0.9326,Good
2.2,960.0,7.4,874.0,248.0,746.0,159.0,1002.0,757.0,15.6,26.2,0.4604,Good
3.4,1303.0,18.2,1244.0,491.0,506.0,172.0,1558.0,1496.0,15.7,48.8,0.8657,Poor
0.7,826.0,1.7,559.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,0.7539,Good
0.4,669.0,0.5,443.0,59.0,1663.0,41.0,791.0,303.0,10.8,35.4,0.4583,Good
1.4,1027.0,4.8,751.0,221.0,798.0,134.0,936.0,1170.0,6.8,44.9,0.4472,Good
1.2,1045.0,4.8,750.0,79.0,1185.0,75.0,1403.0,799.0,10.4,59.2,0.7455,Good
2.9,1159.0,13.4,1097.0,136.0,747.0,107.0,1709.0,995.0,17.4,48.6,0.9559,Moderate
3.1,1196.0,16.9,1207.0,234.0,705.0,151.0,1980.0,1341.0,30.1,34.3,1.4414,Poor
1.6,857.0,4.8,753.0,261.0,1034.0,116.0,859.0,754.0,12.4,24.0,0.3443,Good
4.1,1423.0,20.6,1313.0,501.0,508.0,89.0,1912.0,1466.0,20.8,70.9,1.7203,Poor
0.7,859.0,1.3,526.0,60.0,1202.0,57.0,810.0,341.0,6.8,52.9,0.5245,Good
1.7,1122.0,9.2,945.0,227.0,622.0,134.0,1303.0,855.0,25.1,28.5,0.8932,Moderate
0.9,883.0,3.9,705.0,51.0,1133.0,65.0,1421.0,654.0,15.4,58.8,1.0215,Good
4.3,1305.0,17.9,1237.0,587.0,565.0,177.0,1325.0,1639.0,11.3,33.6,0.4504,Poor
1.2,869.0,6.2,822.0,76.0,975.0,79.0,1397.0,847.0,24.0,31.2,0.919,Good
2.5,1116.0,7.1,860.0,413.0,757.0,107.0,1316.0,937.0,12.3,87.0,1.2422,Good
3.2,1174.0,18.8,1263.0,396.0,670.0,145.0,1597.0,1287.0,28.9,21.3,0.8382,Poor
1.9,1009.0,8.6,924.0,294.0,828.0,115.0,1351.0,996.0,18.0,42.7,0.8745,Moderate
4.9,1515.0,24.8,1423.0,774.0,455.0,151.0,1880.0,1688.0,16.7,67.3,1.2707,Poor
3.3,1389.0,16.4,1190.0,218.0,758.0,135.0,1878.0,1267.0,14.5,54.4,0.8917,Poor
1.0,869.0,1.6,550.0,68.0,1126.0,45.0,1078.0,515.0,15.4,55.9,0.9722,Good
0.9,935.0,3.9,704.0,73.0,1085.0,73.0,1363.0,918.0,10.9,64.6,0.8395,Good
0.8,899.0,2.7,631.0,145.0,954.0,102.0,884.0,504.0,15.6,33.3,0.5861,Good
2.6,1167.0,8.1,904.0,169.0,845.0,100.0,1627.0,1051.0,12.7,80.6,1.1819,Moderate
2.8,1444.0,10.9,1009.0,176.0,878.0,114.0,1696.0,1355.0,16.9,46.1,0.8789,Moderate
1.6,1019.0,7.2,865.0,116.0,971.0,84.0,1428.0,791.0,15.1,42.7,0.7294,Good
2.0851233094669848,1093.0,10.5,995.0,76.0,875.0,53.0,1807.0,863.0,27.2,42.5,1.5135,Moderate
0.8,1021.0,9.2,948.0,95.0,926.0,57.0,1764.0,976.0,19.5,68.0,1.5269,Moderate
2.0,974.0,11.1,1019.0,412.0,769.0,177.0,1122.0,1159.0,6.3,44.8,0.431,Moderate
0.4,833.0,2.8,637.0,36.0,1187.0,53.0,1362.0,698.0,15.0,59.8,1.0142,Good
0.8,868.0,4.5,736.0,32.0,893.0,39.0,1548.0,637.0,24.9,57.3,1.7822,Good
2.5,1249.0,10.3,988.0,327.0,664.0,88.0,1342.0,1204.0,10.6,79.4,1.0133,Moderate
2.0,1027.0,7.7,887.0,133.0,926.0,97.0,1568.0,875.0,13.4,64.6,0.9864,Good
1.6,1134.0,6.6,840.0,103.0,1021.0,96.0,1501.0,917.0,11.9,71.1,0.9915,Good
4.5,1386.0,24.6,1418.0,309.0,558.0,192.0,2112.0,1676.0,33.6,26.4,1.3515,Poor
1.6,1146.0,7.7,885.0,417.0,702.0,149.0,1055.0,1380.0,2.2,65.3,0.473,Good
3.9,1263.0,19.4,1279.0,224.0,630.0,120.0,2049.0,1222.0,17.3,62.6,1.226,Poor
4.5,1491.0,23.3,1385.0,223.0,685.0,165.0,1915.0,1486.0,24.3,30.1,0.9012,Poor
0.5,847.0,3.0,649.0,24.0,989.0,34.0,1479.0,609.0,25.7,52.5,1.7077,Good
